1;1;По этому телефону можно звонить и принимать звонки.
0;1;Недосмартфон.
0;1;Купил просто попробовать Windows Phone 8. Попробовал. Возвращаюсь к Android.
1;3;Почти не тормозит, но подвисает при выходе из ждущего режима
0;3;Мало памяти для приложений. Когда собеседник замолкает, в динамике полная тишина. Говорят, что это система шумоподавления, и она отъедает последние буквы от слов, приходится очень внимательно слушать, чтобы не потерять смысл. В htc One S такого недостатка нет. Проблемы с автоматическим включением передачи данных, не мог принимать ммс. На андроиде без моего вмешательства всё прекрасно работает. Нет олеофобного покрытия. Медленная камера.
0;3;"У меня были проблемы с определением WP8 в виндовс 7. Кое как разрешил. Стоит SD карта 4 гига, а в телефоне показывает, что занято 2 гига из 5,71, хотя карту вставлял пустую. В магазине карта не появилась, после того как положил на неё приложение и перезагрузил телефон. Могу только фото и музыку на ней хранить. Установил из магазина штук 30 мелких приложений, и всё  память закончилась. А если загружать карты по 300 мб? ну может влезут две на голый телефон. Стандартное приложение ""Карты"", которое не удалить, я бы отрезал и выкинул на помойку. Его нужно переименовать в ""Карты от Сусанина"" (улицы показывает неверно, в центре города показывает наличие аэропорта и т.д.). А сам телефончик нравится.  Как говорилось гдето выше, на ровном столе динамик закрывается полностью и звонка не слышно (такую бы звукоизоляцию в городские квартиры). Голосовые функции мне не удалось включить. Телефон пишет, что надо установить голосовой пакет, но не предлагает, где я должен его взять, откуда скачать. И, кстати, оформление WP8 мне быстро надоело, а поменять кроме цвета ничего нельзя. В сторону WP больше не посмотрю."
1;4;Стильный. Удобный. Шустрый. В общем  доволен.
0;4;"Камера (никакая камера, что тут сказать); Иногда теряет сеть (за 2 месяца 3 раза терял, приходиться перезагружать); НЕт возможности устанавливать приложения на SDкарту; маркий."
1;4;В целом телефоном доволен. Если бы покупал сейчас, выбрал бы его опять. Реальный минус  за 2 месяца трижды терял сеть, что требовало перезагрузки.
1;5;Очень приятно держать телефон в руках. Тонкий, стильный. Интересная и необычная ОС WP8. Было немного страшновато, когда брал абсолютно новую модель. Но оправдал все ожидания. Удобный и понятный интерфейс, отличный интернетобозреватель и конечно же живые плитки и уведомления прямо на главном экране.
0;5;Мало памяти, но разъём под SD карту всё компенсировал. Анимация при переходах иногда подвисает. А так больше и нечего сказать.
1;5;В целом данная модель полностью оправдала мои ожидания. Это именно то, что я и хотел. Удобный, быстрый, стильный и красивый девайс. Рад, что купил его, а не iPhone. Всем советую, думаю у Windows Phone большое будущее!
1;1;внешность
0;1;сервис
0;1;Роняли когданибудь телефон на пол?...Наверняка да, приготовьте 11,5 тыс рублей перед тем, как дрогнет рука...Я НИКОГДА больше не куплю HTC..изза сервиса..увы
1;1;Единственное что работает – неплохая фото камера (фото на 3) и яркий экран. Все!
0;1;Через пол часа завис.Симкарта обычного размера не подходит.При подключении к ПК данное ЧУДО не видит комп. После рысканья по различным форумам выясняется, что необходимо скачать программу по соединению. Сделано. Просмотреть содержимое папок карты памяти с ЭТОГО сматра невозможно.Мелодии,установленные мною как рингтон,ЧУДО то видит,то нет.Необходимо мелодии обрезать, что бы поместилось в 30 МБ. Мелодию входящего СМС,звуковых уведомлений календаря, будильников изменить на свою невозможно.ММС не отправляется, решениетак же необходимо скачивать дополнения.На контакт невозможно установить видео,только музыка. Отсутствует быстрый вызов. Последний мой телефон Нокиа Е63 держал заряд при постоянном прослушивании в наушниках музыки 23 дня. Тут полдня.Видеовызовов нет. На  Нокиа Е63 тоже нет фронтальной камерыно данная опция присутствует. Интернет вообще «песня». Скорость загрузки страниц может вывести из психического равновесия даже Будду.При просмотре страниц, страница часто сама перезагружается или вообще теряется. Выйти на предыдущую не получится, сразу попадаешь в основное меню. Постоянно самостоятельно срабатывает кнопка поиска Яндекс. Хорошо, что тариф безлимит. Мне при работе очень часто приходится работать с письмами, файлы PDF невозможно посмотреть.  Опять надо в инете искать и устанавливать  программы. Чтото установить надо регистрировать учетную запись.При работе с текстом невозможно выделить часть текста и вставить. Заявлено, что есть диктофон. Не найден. Звонка, практически не слышно когда лежит на ровной поверхности. Поиграть на играх, уже установленных не получится – опять регистрация учетной записи.
0;1;При помощи PC Suite от Nokia можно просматривать содержимое телефона: СМС, контакты, музыка, видео и т.д. А так же подключать комп к инету через PC Suite. Здесь ничего подобного! В итоге: ни игр, ни работы, ни радио, ни ММС, ни нормального коннекта с ПК. Самая неудачная покупка. 12 тысяч на ветер. Заказал N900. Если ошибаюсь в чемто  пусть меня поправят старшие товарищи. Всю жизнь пользовал только NOKIA, NOKIA FOREWER!!!
1;2;быстрый, приятно лежит в руке, вызывает вауэфект у тех кто его видит впервые фотки синхронизируются со скайдрайвом, сначала не придал этому особого значения  эка невидаль, знаем мы про дропбокс и все такое, но оказлось чертовски удобно когда синхронизация происходит без лишних телодвижений звук! просто обомлел когда услышал как звучит RedHotChiliPeppers даже на его простеньких наушниках  в некоторых мелочах win8 удобнее андроида, например можно скопировать из письма или сайта и вставить в звонилку номер телефона курсор можно легко поставить в нужную позицию
0;2;жрет интернет как не в себя, на андроиде мне на месяц хватало 150 Мб на серфинг, аськискайпы, почту, даже оставалось всегда процентов 40%. Это чудовище незаметно съело в одно лицо весь трафик за неделю, хотя сказано ему было  качать обновления только через wifi. теперь инет обрезан до 64 кбит, но все равно телефон в сервисе, а старая нокия в интернет не ходит :)  через две недели полопался экран, замена 5 тыщ + 3 недели ожидания через месяц начал облезать софттач с верхних углов сейчас в сервисе решают гарнтийный ли это случай  многие жалуются что мало места для установки программ, этого можно не бояться  для того софта, что вы найдете в виндовом маркете, его точно хватит :)  квадратные углы показались менее удобными чем сглаженные, при работе одной рукой нижний больно давит в ладонь
0;2;замучился бегать между сервисом и офисом оператора, у 8s микросим, а у остальных моих телефонов стандартная.  зарекся покупать HTC со времен пользования Desire, сожалею о своей импульсивной покупке  если бы не хрупкость экрана и не софттач, тыщ за 9 можно было бы взять
1;4;+Корпус +Gorilla Glass +Не лагает(ну то есть вообще) +День держит на раз(то есть с включенной передачей данных и пр) +Интерфейс +Камера(если не придираться и учесть, что это 5Мп, то она весьма хороша) +Синхронизация с соц сетями, удобно
0;4;"В основном по мелочи: Великий баг Микрософта  папка ""Другие"", которая ""нерезиновая"" Нельзя быстро выключить WiFi и пр. Пачкается(как экран, так и низ корпуса) Только лицензия, только хардкоръ"
1;4;"Выбирал по принципу соотношение цены и качества, причем качество было на 1м месте. Выбирал между проверенным Яблоком и Винфоном(решил что если лотерея то подешевле пусть). Т.к есть планшет на андройде, телефон я использую как звонить, радио, инет на улице и убивалки времени(когда нет планшета) и эти функции он выполняет на ура. Развею слух про то, что ""чтобы позвонить нужно тысячу кликов""  чтобы позвонить недавнему контакту нужно 2 тапа, а комуто из записной книжки  3"
1;4;Отличный размер и вес. Качество изготовления. Хороший звук. Телефон быстрый и в приложениях и в интернете.Очень приятные системные звуки. Обычно всегда их отключал, а тут оставил все кроме звука клавиш при наборе номера.:)
0;4;Батареи хватает на 1,5 дня интенсивного использования или 3 дня в режиме звонков и СМС. Как уже говорилось  мало доступной памяти. Зачем было выносить кнопку поиска в Bing отдельно  не ясно. Она периодически срабатывает от случайных нажатий. Непонятный режим работы виброзвонка  при входящем вызове сначала вибро срабатывает 1 раз, потом мелодия идет и он уже не вибрирует. Самый неприятный недостаток  стекло экрана. оно маркое, но самое плохое то, что оно очень плохо оттирается.
1;4;"Повелся на обзор на ""mobilereview"", где сказали, что при достаточной нагрузке телефон живет 2 дня. Это не codctv соответствует действительности. Максимум полтора дня при минимальной яркости экрана и интенсивной нагрузке. В режиме телефона, записной книжки, и редких яндекскарт. Выдерживает 3 дня максимум (без вафли и блютуза, без прослушивания музыки и просмотра видео).  В целом телефон нравится. Брал его чтобы попробовать восьмую винду. Общие впечатления скорее положительные, но чтото однозначно раздражает. Например я так и не понял как у будильника поменять время повторного срабатывания. По умолчанию стоит 10 минут, и как поменять не ясно. Но за скорость работы и общий вид итоговый вердикт и телефону и операционке  положительный."
1;5;Достоинств море. Главное windows phone 8. Хороший экран, качество сборки, Beats Audio, Удобно держать в руке. Еще раз скажу что главное достоинство набирающий обороты Windows Phone. Приложения и игры появляются часто.
0;5;Многие пишут про общую громкость.. Не проблема, в приложениях отключаются звуки и телефон живет на полной громкости. Пямяти маловатою
1;5;В итоге из всего небольшого разнообразия винфонов самый лучший выбор. За небольшую цену (не 20 тыс как у lumia 820) Вы ничего не теряете, беспроводная зарядка не  нужна. Купил и пользуюсь с удовольствием
1;3;+ Материал корпуса + Звук разговорного динамика + Очень отзывчивый дисплей + Дизайн прекрасный + Картапамятибл + Битс Аудио
0;3; У синей модели  сфотачпокрытие задней крышки и ее темнение со временем  Сборка (Люфт задней крышки, левой и правой граней экрана)  Внутренняя память  Батарея  Виндоус Фон 8  Битс Аудио
0;3;"телефоном пользовался три месяца, купил сразу с начала продаж в салоне МТС и еле продал за смешные деньги.  С самого начала, еще с презентации, телефон покорил меня своим дизайном а WP8 обещала чуть ли не идеальную систему ""возьми и пользуйся."" Уже держа телефон в руках он мне понравился всем: как лежит в руке, как чувствуется покрытие корпуса, плавность работы операционной системы и ее адекватность, но больше всего мне понравился звук собеседника  объемный чистый голос, в жизни не всегда так человек приятно звучит. Однако в итоге все оказалось немного не столь радужно.  Синяя крышечка начала выцветать в черные уродливые пятна, что крайне затруднило продажу телефона  люди смотрят на заднюю сторону телефона и считают аппарат сильно б\у, хотя ему всего 3 месяца, причем косяк этот у всех синих моделей и хтс его не признает (пока), также крышечка начала люфтеть и противно поскрипывать, через 2 месяца я заметил как этим же делом занялась и правая сторона телефона  при давлении на эту грань слышен явный треск и скрип.   Приподнесла сюрпризы и батарея  хватает ее на день использования, при моей нагрузке к концу дня остается 40% заряда, это скажете вы, полтора  но если у меня сядет телефон в середине рабочего дня, что мне толку от этих полтора? Я рассчитывал на более продолжительную жизнь телефона на ВФ8, в таком режиме у меня и андроиды работали.  Звук битс аудио я назову специфичным, на любителя. Если вы любите басы и пажоще  это ваш звук, если нет  отлючите битс аудио и получите средней паршивости звучание,а хваленая b является не более чем программной настройкой эквалайзера+еще парочка улучшайзеров.  Сама wp8  недоделанная система с кучей детских болячек и тьмой искусственных ограничений, которые со временем раздражают все больше. И кстати начала подлагивать. Ну и память конечно же  Вопстчем телефон обманул мои ожидания, а вф8 и подавно, вернулся на андроид, который допилили до ума, смотреть на это приключение с хотфиксами и новыми версиями  нет никакого желания"
1;5;отличный корпус, не скользит в руке. удобный размер (после лопаты на 4.3 дюйма он маленький) виндафон 8 камера битс аудио.
0;5;мало софта батарею держит не так долго, хотя после андроида... нет джейла на него.
1;5;Отличный, стильный, хипстерский телефон. Недорогой и простой в использовании. Советую всем.
1;5;камера хорошая . Сенсор просто отличный! Не тормозит ! Звук в наушниках просто великолепный!!! Лучше я ещё нигде не слышал!
0;5;Только один ! Если вы первый раз покупаете телефон на WP8 То будет тяжко в нём разбираться Но если делать всё по шагово а не быстро как я то можно настроить всё за 20 минут!
1;5;Идеальный телефон!!! Намного лучше iphone 4 по звуку по камере по быстроте действий!!!   Iphone только для понтов!
1;4;Как уже многие говорили: дизайн, Win'8, быстрый...
0;4;"Нет многих привычных мне в телефонах функций: 1) режимов работы, которые выбираешь одной кнопкой (общий, совещание, в самолете). Каждый раз приходится суетиться. 2) постоянно задевается крайняя правая ""кнопка""  поиск. Как следствие, загружается Яндекс, Интернет незаметно ест деньги... 3) в календаре я не нашла настройки ""показать месяц"". Каждый раз высвечивается день. Но не планирую я свое время по минутам!!! 4)в сообщении оператора связи о доставке смс устройство отражает номер телефона, а не имя контакта. ну, и так далее, по мелочам..."
1;4;В целом раздражает. Наверное, через какоето время привыкну.
1;4;*удобно держать в руке *сделан из приятного пластика *хорошее быстродействие(намёков на зависание нет) *ОС 8 *яркий красочный экран *звук (особенно в наушниках) замечательный *офис идёт в комплекте(не надо покупать с магазина)
0;4;*не принципиально но всё же бесит кнопка поиска, постоянно на неё нажимаю *камеру можно было сделать 8 мегапикселей но и это впринципе норм *мало памяти(из 4 гб система забирает 1.9) *нельзя приложения устанавливать на флэш(надеюсь скоро исправят) *наушники просто ужас(постоянно пытаются вылететь из уха) *сильно пачкается экран(без плёнки не обойтись)
1;4;со всеми достоинствами и недостатками, я этим телефоном доволен,за такие деньги лучше просто не найти(11990р).
1;5;"дизайн и габариты самое то. в руке лежит идеально. хоть и пластик, но матовый, не пачкается, не царапается и приятный на ощупь. легкий и тонкий; адекватаная цена; удобная ОС, не лагает, многозадачность хорошо реализована; есть слот для карты памяти(в отличие от других устройств в этой ценовой категории на windows phone 8); хорошие наушники в комплекте и программа beats audio: сначала думал что это просто пиар, но сравнил звук без включенной beats audio через наушники koss pathfinder и с включенной beats audio через стоковую гарнитуру  разница коллосальная)"
0;5;камеру могли и получше поставить, нельзя поставить на рабочий стол обои(только на экран блокировки), ОС(мало софта пока)
1;5;купил в пятницу, до сих пор все нормально.
1;5;"Простой, удобный, забавный. Боялась сложных моделей от HTC, но в минимуме функций  разобралась самостоятельно, хотя почти пенсионерка. Достаточно громкий. Звук потрясающий без дополнительных настроек. Понравилась функция ""вежливое обращение"". Фотографии отличного качества. Это всётаки телефон прежде всего. То же отнесу и к недостатку памяти, можно к этому прицепиться, но сейчас у всех обычные компы ежедневно под рукой. Скорее уж как дополнительный плюс увеличить объём памяти было бы неплохо. Голосовой скайп. Корректировка фотографий. Написано уже много, все положительные стороны в основном перечислены к ним и присоединяюсь. В меню вывела сводку о погоде каждый час мелочь, а приятно."
0;5;Пятна действительно остаются и на экране и на корпусе, но оттереть можно. Не знаю только как у серой модели. Диктофона нет, хотя на вашем сайте он обозначен в функциях. Это ошибка.
1;5;Мне телефончик очень понравился, так как не ожидала что НЕ продвинутый пользователь может позволить себе такую модель. Спасибо разработчикам.
1;4;1. Отличный корпус. В руке лежит удобно. 2. WP8  выглядит отлично. Работает быстро. 3. Дружит с твиттером и фэйсбуком, не хватает только Вконтакте. После того как залогинишься в социалках винда оживает.
0;4;1. Мало достойных приложений. Надеюсь временно. 2. Ужасная камера. Просто отвратительная камера. 3. Мало своей памяти. 4. Маркий экран.
1;4;В целом у HTC получился хороший WPhone начального уровня. Покупкой доволен
1;5;камера звук в наущниках дизайн цена(13990) операционка (летает быстро) во время разговора собеседника хорошо слышно
0;5;звонок через пятую точку(свою мелодию) если слушать музыку без наушников,тихо.
1;5;Подарили на новый год,телефон супер,очень довольна.
1;1;Быстрый красивый хороший wifi не плохая гарнитура хорошо слышно при разговоре  на этом всё)
0;1;1 сырая ось 2 установка приложений только на память телефона 3 есть проблемы с Marketplace он выдает ошибку(не только у меня,эта проблема у очень многих людей читал на форумах) 4 камера не очень 5 толковых приложений мало 6 все программы на телефоне идут одним списком, то есть нельзя разбить по группам или папкам. 7 тел книга мусор не красивая и не удобная  8 хуже GPS еще не видел
0;1;брал исключительно для работы из за одной программы которая работает только под windows phone. Телефон мусор полный за 3000 грн.очень огорчен покупкой.играть на нем не собираюсь но за 3000 грн не плохо что бы он это умел делать.может в будущем когда исправят все ошибки он может и будет хорошим телефоном,но пока ГАМНО! если у вас есть возможность берите Iphone там всё работает как швейцарские часы! много не нужных функций Вывод не тратьте деньги и нервы с этим телефоном,точней с Windows Phone.на nokia lumia не смотрите тоже! так тел обычный но windows портит все что только смог
1;5;С этим телефоном на фоне андроидов и айфонов ВЫДЕЛЯЕШЬСЯ. Все хотят посмотреть  что за зверь такой. Операционка по сравнению с WM  земля и небо.  Телефон тонкий, в руке лежит удобно. Но не для женских ручек, сразу скажу, им будет неудобно. Экран отзывчивый, батареи при интенсивном использовании хватает часов на 67. Интенсивное  это постоянная работа модема либо вайфая. Порадовала фишка  телефон можно использовать в качестве wifi роутера.  В общем денег, вложенных в него  не жалко. Советую.
0;5;Тихий будильник. Через две недели поцарапалось стекло.
1;5;Всем!!! Телефон позволяет устанавливать приложения на SDкарту. Читайте справку в телефоне. Всем удачи. Ну а если конкретно  на сайте windowsphone.ru скачиваете нужное приложение, кидаете его на карту (ХАР  файл), заходите в магазин, выбираете SDкарта и устанавливаете. Приложение по умолчанию ставится на карту памяти.
1;5;"Очень удобная форма, очень приятно держать  материал на ощупь ""бархатистый"". Экран не царапается, пару раз таскал телефон в кармане с ключами  но жутковато конечно. Верю в гориллагласс, но непривычно. Наклею пленку как найду, хотя уже 2.5 мес без и ни одной царапины нет. Нравится WP8 очень шустрая ось, можно менять размеры иконок, переставлять местами, это кайф. ЛайвТайлес  иконки приложений которые показывают статус на д.момент. Если сурово нагружать его  читать, слушать плеер, смссить, wassapить, то конечно батарея не тащит больше 1.5 суток. Радует слот под SD  на 32 гига влил всю музу, фильмы, мультики, инCталляхи для приложений  по USB шнурку. Фотоаппарат радует. Камера неплохая. Фотовспышка. Тач не тормозит, мультитач ""в 2 пальца""  всё гут."
0;5;"1. мало памяти системы 4 гига  это оказывается не очень гут. 2. Вообще глупо сделан штекер для наушников  сверху, это удобно что бы класть телефон в карман вертикально, но честно говоря, мне всё равно, как он там лежит в кармане, а держать в руках и ощущать свисающий провод ""ушей""  пфф. 3. Остальные недостатки уже не телефона, а WP8  нет достойного XMPP приложения (IM+ враг), нормально пашут только mail.ru мессенджеры. Раздражает. Нет эквалайзера. БитсАудио  это прикольно и громко, но я из тех кто любит рыться в настройках эквалайзера. его нет в WP8. Нет фиксации поворота (что бы для всех сделать толкьо вертикально или горизонтально  только на уровне приложений можно)"
1;5;Ощущение после покупки телефона  это устройство, копейкавкопейку стоит своих денег. WindowsPhone8 конечно ещё сыровата, но это очень сильная штука. OneNote, Office и многое другое  реально выручают, работают. Централ приложений быстро растёт и развивается. В андроиде  не уверен.. А вот эта штука радует. В общем купил и влюбился. Моя вещь
1;1;Не тормозит.
0;1;Сырейшая ось. При ближайшем знакомстве очень разочаровывает.
0;1;Зависает при разблокировке. В почте нет превью вложенных картинок. Если неудачно скачалась картинка в письме (например зашли в лифт, где сеть пропадает), перезакачать её уже не получится. Встроенный браузер  полное разочарование (при возвращении на предыдущую закладку она целиком загружается по новой! Т.е. не получится открыть несколько закладок и по очереди их прочитать, если вдруг интернет отключится, в метро например). И подобных ньюансов очень много. Единственное что подкупает, так это плавность. Да и то, если чтото нужно быстро сделать, приходится ждать, пока проиграет вся эта плавная анимация, которую отключить нельзя.
1;5;Очень легкий Не скользит в руке Достаточно громкий Отлично отзывается сенсор Нет ничего лишнего (фронтальной камеры например) Остальные достоинства многие описали
0;5;Батарея  заряда хватает не на долго при обыденном пользовании (без прослушивания музыки, постоянным присутствием в онлайн)  Долго выходят обновления  Встроенной памяти не достаточно
1;5;С батареей у него траблы. Если включать режим экономии батареи на постоянку, то хватает на трое суток в режиме не длительного использования, т.е. звонки, смс, отключать вайфай как только отпала нужда в интернете, отключать передачу данных в аналогичных случаях. На морозе (20) ведет себя адекватно, ношу во внешнем кармане пуховика, достаю периодически на улице, сенсор не тупит. Иногда подтупливает синхронизация почты с сервером mail.ru, есть аккаунт на гугл, он хорошо работает. Видео через почту передает отлично, идет автоматическое сжатие, конечно страдает качество, к примеру видео длительностью 1.05 мин заняло 6,5 мб, пишет в формате mp4, но нет никаких тормозов. Пробовал снимать в полной темноте с включенным фонариком, достаточно все четко просматривалось. По фотографиям могу сказать что автофокус часто тупит, не всегда успевает сфотать нужны момент. Фотки для такой камеры в принципе достойного качества, от телефона за 11 т.р. большего и не ждал. Майкрософт офис работает отлично, ворд эксель, другим не пользуюсь. Понравился календарь со встроенным ежедневником, теперь не таскаю с собой бумажный носитель, все напоминания срабатывают вовремя, и на заставке постоянно сообщает о предстоящем событии. Раздражает будильник, повтор каждые 5 минут, и никак это не исправить, до этого был телефон, он срабатывал каждые 10, сложно отвыкнуть) Сложно найти пленочки чехлы и гарнитуры в свободной продаже, нашел то что хотел только в интернет магазинах и под заказ 1014 дней, жду. Пользуюсь приложением Whatsapp, в режиме ожидания телефон не сигнализирует о новом сообщение. Встроенная память достаточно быстро кончается, приобретал телефон 25.01.2013, было свободно 1,36 Гб, сегодня 3.02.2013 свободно 790 мб. Установил несколько приложения, которые занимают в сумме 3040 мб, остальное занято системными файлами, которые не удалить. В целом телефоном очень доволен, покупался он для работы, чтобы заменить ежедневник, и быть в нужный момент онлайн, а так же фото и видео съемка ребенка)
1;4;Приятный корпус, дисплей,WP8, xbox, Beast Audio, дизайн, возможность расширения памяти.
0;4;Беда с интернетом, но это больше вина оператора.  Если руки чем то запачканы или сальные, то всё на нём останется.
1;4;Купил через интернет, до этого в руке не держал. Просто позвонил другу который работает в салоне связи и спросил хороший телефон или нет. Получив положительный ответ, сразу заказал Хорошие приложения платные, но это не проблема, за xbox игры можно и  заплатить. Долго пытался установить свою мелодию на звонок, но потом нашёл приложения для этого и поставил то что мне понравилось. Телефон хороший, брал его за WP8.. не очень хотел HTC.. но Lumia 820 или 920 мне не нравиться глянцевый пластик. Телефоном по началу был разочарован(на дисплее внизу была пиксельная полоска которая мерцала, но в тех.поддержке мне посоветовали загрузить по полной видеокарту, т.е. накачать видео в хорошем разрешении или игру, через день активного пользования она пропала и не появлялась) Когда стал осваиваться в WP8 всё стало простым и понятным. Музыка это чудо какое то.. качество намного выше чем у  apple. Ipod уже не нужен. Камера для меня хорошая т.к. до этого был е72, а там тоже 5Мпикс. Телефоном доволен, осталось выбрать нормального оператора и тариф) Друзья когда видят у меня телефон, постоянно просят посмотреть его(чем то напоминает то время, когда Iphone вышел) Как по мне WP8 это будущая операционная система телефонов, она затмит и андройд и ios. У меня был андройд 4.0 и честно сказать не впечатлил.. он скучен.. Ios закрытая система которая хоть и эффективная, но свободы в ней нет.   Итог: если хотите телефон хороший марки в пределах 15000 я советую именно его. даже имея возможность купить пафосный iphone5 или 8s я выбрал бы iphone5, продал бы его и купил 8s.
1;4;" внешне привлекательный телефон( купил синий )  очень удобно держать в руке( не скользкий, нет ощущения что может выпасть из руки, как бывает с некоторыми моделями )  очень качественный дисплей, первую неделю не мог налюбоваться :)  интернет (3G, WiFi) работает без проблем (главное убрать в настройках ""выключать вайфай при потухшем экране"")  музыка играет вообще замечательно(правда советую отложить наушники которые идут в комплекте и купить хорошие, с нормальными басами).  фильмы воспроизводит также замечательно, скидываю обыкновенные 1.4г фильмы(без обработки разрешения и ла ла ла) телефон сразу открывает и воспроизводит.  игры летают, проблем не было замечено  GPS работает как положено(без включенного интернета)  фотокамера работает нормально(советую поставить ISO400 в настройках), самая обычная 5мп камера, с автофокусом.  видеокамера работает очень хорошо(это моё субъективное мнение)  браузер, встроенный IE( Internet Explorer) работает на удивление лучше чем на ПК ;)).  можно смотреть онлайн видео(соц.сети, ютуб и тд.), ну и соответственно слушать музыку онлайн.  установлен офис, можно спокойно открывать doc и xls файлы"
